route_id,service_id,trip_id,trip_headsign,direction_id,block_id
92-273,JAN18-JANDA18-Weekday-31,50076502-JAN18-JANDA18-Weekday-31,"Hurdman",1,5757008
92-273,JAN18-JANDA18-Weekday-31,50076503-JAN18-JANDA18-Weekday-31,"Greenboro",0,5755971
92-273,JAN18-JANDA18-Weekday-31,50076504-JAN18-JANDA18-Weekday-31,"Hurdman",1,5755971
129-273,JAN18-JANDA18-Weekday-31,50076505-JAN18-JANDA18-Weekday-31,"Carson's",0,5756451
129-273,JAN18-JANDA18-Weekday-31,50076506-JAN18-JANDA18-Weekday-31,"Hurdman",1,5756451
129-273,JAN18-JANDA18-Weekday-31,50076507-JAN18-JANDA18-Weekday-31,"Carson's",0,5756451
129-273,JAN18-JANDA18-Weekday-31,50076508-JAN18-JANDA18-Weekday-31,"Hurdman",1,5756451
92-273,JAN18-JANDA18-Weekday-31,50076509-JAN18-JANDA18-Weekday-31,"Greenboro",0,5756601
92-273,JAN18-JANDA18-Weekday-31,50076510-JAN18-JANDA18-Weekday-31,"Hurdman",1,5756601
49-273,JAN18-JANDA18-Weekday-31,50076511-JAN18-JANDA18-Weekday-31,"Elmvale",0,5756111
168-273,JAN18-JANDA18-Weekday-31,50076512-JAN18-JANDA18-Weekday-31,"Terry Fox",1,5757079
168-273,JAN18-JANDA18-Weekday-31,50076513-JAN18-JANDA18-Weekday-31,"Bridlewood",0,5757079
168-273,JAN18-JANDA18-Weekday-31,50076514-JAN18-JANDA18-Weekday-31,"Terry Fox",1,5757079
161-273,JAN18-JANDA18-Weekday-31,50076515-JAN18-JANDA18-Weekday-31,"Bridlewood",0,5757079
161-273,JAN18-JANDA18-Weekday-31,50076516-JAN18-JANDA18-Weekday-31,"Terry Fox",1,5757079
165-273,JAN18-JANDA18-Weekday-31,50076517-JAN18-JANDA18-Weekday-31,"Innovation",0,5756022
168-273,JAN18-JANDA18-Weekday-31,50076518-JAN18-JANDA18-Weekday-31,"Bridlewood",0,5756567
168-273,JAN18-JANDA18-Weekday-31,50076519-JAN18-JANDA18-Weekday-31,"Terry Fox",1,5756567
165-273,JAN18-JANDA18-Weekday-31,50076520-JAN18-JANDA18-Weekday-31,"Innovation",0,5756997
168-273,JAN18-JANDA18-Weekday-31,50076521-JAN18-JANDA18-Weekday-31,"Bridlewood",0,5756997
168-273,JAN18-JANDA18-Weekday-31,50076522-JAN18-JANDA18-Weekday-31,"Terry Fox",1,5756997
164-273,JAN18-JANDA18-Weekday-31,50076523-JAN18-JANDA18-Weekday-31,"Hope Side",0,5756081
161-273,JAN18-JANDA18-Weekday-31,50076524-JAN18-JANDA18-Weekday-31,"Bridlewood",0,5756081
168-273,JAN18-JANDA18-Weekday-31,50076525-JAN18-JANDA18-Weekday-31,"Bridlewood",0,5756532
168-273,JAN18-JANDA18-Weekday-31,50076526-JAN18-JANDA18-Weekday-31,"Terry Fox",1,5756532
164-273,JAN18-JANDA18-Weekday-31,50076527-JAN18-JANDA18-Weekday-31,"Hope Side",0,5756532
40-273,JAN18-JANDA18-Weekday-31,50076528-JAN18-JANDA18-Weekday-31,"Greenboro",1,5756422
40-273,JAN18-JANDA18-Weekday-31,50076529-JAN18-JANDA18-Weekday-31,"St-Laurent",0,5756422
18-273,JAN18-JANDA18-Weekday-31,50076530-JAN18-JANDA18-Weekday-31,"Rideau",1,5756506
80-273,JAN18-JANDA18-Weekday-31,50076531-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756506
80-273,JAN18-JANDA18-Weekday-31,50076532-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756506
14-273,JAN18-JANDA18-Weekday-31,50076533-JAN18-JANDA18-Weekday-31,"Carlington",1,5757284
14-273,JAN18-JANDA18-Weekday-31,50076534-JAN18-JANDA18-Weekday-31,"St-Laurent",0,5757284
112-273,JAN18-JANDA18-Weekday-31,50076535-JAN18-JANDA18-Weekday-31,"Elmvale",0,5756772
112-273,JAN18-JANDA18-Weekday-31,50076536-JAN18-JANDA18-Weekday-31,"Billings Bridge",1,5756772
112-273,JAN18-JANDA18-Weekday-31,50076537-JAN18-JANDA18-Weekday-31,"Elmvale",0,5756772
112-273,JAN18-JANDA18-Weekday-31,50076538-JAN18-JANDA18-Weekday-31,"Billings Bridge",1,5756772
112-273,JAN18-JANDA18-Weekday-31,50076539-JAN18-JANDA18-Weekday-31,"Elmvale",0,5756772
112-273,JAN18-JANDA18-Weekday-31,50076540-JAN18-JANDA18-Weekday-31,"Billings Bridge",1,5756772
112-273,JAN18-JANDA18-Weekday-31,50076541-JAN18-JANDA18-Weekday-31,"Elmvale",0,5756772
112-273,JAN18-JANDA18-Weekday-31,50076542-JAN18-JANDA18-Weekday-31,"Billings Bridge",1,5756772
112-273,JAN18-JANDA18-Weekday-31,50076543-JAN18-JANDA18-Weekday-31,"Elmvale",0,5756772
112-273,JAN18-JANDA18-Weekday-31,50076544-JAN18-JANDA18-Weekday-31,"Billings Bridge",1,5756772
112-273,JAN18-JANDA18-Weekday-31,50076545-JAN18-JANDA18-Weekday-31,"Elmvale",0,5756772
112-273,JAN18-JANDA18-Weekday-31,50076546-JAN18-JANDA18-Weekday-31,"Billings Bridge",1,5756772
112-273,JAN18-JANDA18-Weekday-31,50076547-JAN18-JANDA18-Weekday-31,"Elmvale",0,5756772
82-273,JAN18-JANDA18-Weekday-31,50076548-JAN18-JANDA18-Weekday-31,"Lincoln Fields",0,5756145
82-273,JAN18-JANDA18-Weekday-31,50076549-JAN18-JANDA18-Weekday-31,"Lincoln Fields",0,5756145
83-273,JAN18-JANDA18-Weekday-31,50076550-JAN18-JANDA18-Weekday-31,"Viewmount",1,5756815
83-273,JAN18-JANDA18-Weekday-31,50076551-JAN18-JANDA18-Weekday-31,"Baseline",0,5757116
86-273,JAN18-JANDA18-Weekday-31,50076552-JAN18-JANDA18-Weekday-31,"Elmvale",0,5756091
86-273,JAN18-JANDA18-Weekday-31,50076553-JAN18-JANDA18-Weekday-31,"Baseline  Colonnade",1,5756091
80-273,JAN18-JANDA18-Weekday-31,50076554-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756844
171-273,JAN18-JANDA18-Weekday-31,50076555-JAN18-JANDA18-Weekday-31,"Fallowfield",0,5756953
171-273,JAN18-JANDA18-Weekday-31,50076556-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",1,5756953
175-273,JAN18-JANDA18-Weekday-31,50076557-JAN18-JANDA18-Weekday-31,"Golflinks",0,5756953
175-273,JAN18-JANDA18-Weekday-31,50076558-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",1,5756953
171-273,JAN18-JANDA18-Weekday-31,50076559-JAN18-JANDA18-Weekday-31,"Fallowfield",0,5757033
171-273,JAN18-JANDA18-Weekday-31,50076560-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",1,5757033
175-273,JAN18-JANDA18-Weekday-31,50076561-JAN18-JANDA18-Weekday-31,"Golflinks",0,5757033
175-273,JAN18-JANDA18-Weekday-31,50076562-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",1,5757033
171-273,JAN18-JANDA18-Weekday-31,50076563-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",1,5757056
171-273,JAN18-JANDA18-Weekday-31,50076564-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",1,5757056
175-273,JAN18-JANDA18-Weekday-31,50076565-JAN18-JANDA18-Weekday-31,"Golflinks",0,5757056
171-273,JAN18-JANDA18-Weekday-31,50076566-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",1,5757056
80-273,JAN18-JANDA18-Weekday-31,50076567-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756051
63-273,JAN18-JANDA18-Weekday-31,50076568-JAN18-JANDA18-Weekday-31,"Mackenzie King via Briarbrook",1,5756668
4-273,JAN18-JANDA18-Weekday-31,50076569-JAN18-JANDA18-Weekday-31,"Carleton",0,5756668
104-273,JAN18-JANDA18-Weekday-31,50076570-JAN18-JANDA18-Weekday-31,"Place d'Orléans",0,5756144
104-273,JAN18-JANDA18-Weekday-31,50076571-JAN18-JANDA18-Weekday-31,"Carleton",1,5757040
104-273,JAN18-JANDA18-Weekday-31,50076572-JAN18-JANDA18-Weekday-31,"Place d'Orléans",0,5756144
104-273,JAN18-JANDA18-Weekday-31,50076573-JAN18-JANDA18-Weekday-31,"Carleton",1,5756144
104-273,JAN18-JANDA18-Weekday-31,50076574-JAN18-JANDA18-Weekday-31,"Place d'Orléans",0,5756150
104-273,JAN18-JANDA18-Weekday-31,50076575-JAN18-JANDA18-Weekday-31,"Carleton",1,5756150
40-273,JAN18-JANDA18-Weekday-31,50076576-JAN18-JANDA18-Weekday-31,"St-Laurent",0,5756534
40-273,JAN18-JANDA18-Weekday-31,50076577-JAN18-JANDA18-Weekday-31,"Greenboro",1,5756534
96-273,JAN18-JANDA18-Weekday-31,50076578-JAN18-JANDA18-Weekday-31,"Merivale",1,5756534
96-273,JAN18-JANDA18-Weekday-31,50076579-JAN18-JANDA18-Weekday-31,"Greenboro",0,5756534
96-273,JAN18-JANDA18-Weekday-31,50076580-JAN18-JANDA18-Weekday-31,"Merivale",1,5756534
96-273,JAN18-JANDA18-Weekday-31,50076581-JAN18-JANDA18-Weekday-31,"Greenboro",0,5756534
271-273,JAN18-JANDA18-Weekday-31,50076582-JAN18-JANDA18-Weekday-31,"Stoneway",1,5756534
129-273,JAN18-JANDA18-Weekday-31,50076583-JAN18-JANDA18-Weekday-31,"Hurdman",1,5756531
88-273,JAN18-JANDA18-Weekday-31,50076584-JAN18-JANDA18-Weekday-31,"Terry Fox",1,5756531
88-273,JAN18-JANDA18-Weekday-31,50076585-JAN18-JANDA18-Weekday-31,"Hurdman",0,5756531
106-273,JAN18-JANDA18-Weekday-31,50076586-JAN18-JANDA18-Weekday-31,"St-Laurent",0,5756644
64-273,JAN18-JANDA18-Weekday-31,50076587-JAN18-JANDA18-Weekday-31,"Morgan's Grant via Innovation",0,5756319
64-273,JAN18-JANDA18-Weekday-31,50076588-JAN18-JANDA18-Weekday-31,"Mackenzie King via Morgan's Grant",1,5756319
237-273,JAN18-JANDA18-Weekday-31,50076589-JAN18-JANDA18-Weekday-31,"Jeanne d'Arc",1,5756284
44-273,JAN18-JANDA18-Weekday-31,50076590-JAN18-JANDA18-Weekday-31,"Billings Bridge",0,5756848
44-273,JAN18-JANDA18-Weekday-31,50076591-JAN18-JANDA18-Weekday-31,"Gatineau",1,5756848
105-273,JAN18-JANDA18-Weekday-31,50076592-JAN18-JANDA18-Weekday-31,"Gatineau",0,5756591
80-273,JAN18-JANDA18-Weekday-31,50076593-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756591
80-273,JAN18-JANDA18-Weekday-31,50076594-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756364
80-273,JAN18-JANDA18-Weekday-31,50076595-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756364
80-273,JAN18-JANDA18-Weekday-31,50076596-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756364
80-273,JAN18-JANDA18-Weekday-31,50076597-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756349
80-273,JAN18-JANDA18-Weekday-31,50076598-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756349
80-273,JAN18-JANDA18-Weekday-31,50076599-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756349
80-273,JAN18-JANDA18-Weekday-31,50076600-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756457
80-273,JAN18-JANDA18-Weekday-31,50076601-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756457
80-273,JAN18-JANDA18-Weekday-31,50076602-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756457
80-273,JAN18-JANDA18-Weekday-31,50076603-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756457
80-273,JAN18-JANDA18-Weekday-31,50076604-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756457
80-273,JAN18-JANDA18-Weekday-31,50076605-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756457
80-273,JAN18-JANDA18-Weekday-31,50076606-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756457
80-273,JAN18-JANDA18-Weekday-31,50076607-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756457
80-273,JAN18-JANDA18-Weekday-31,50076608-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756457
80-273,JAN18-JANDA18-Weekday-31,50076609-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756116
80-273,JAN18-JANDA18-Weekday-31,50076610-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756116
80-273,JAN18-JANDA18-Weekday-31,50076611-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756116
96-273,JAN18-JANDA18-Weekday-31,50076612-JAN18-JANDA18-Weekday-31,"Merivale",1,5756098
111-273,JAN18-JANDA18-Weekday-31,50076613-JAN18-JANDA18-Weekday-31,"Baseline",1,5756860
81-273,JAN18-JANDA18-Weekday-31,50076614-JAN18-JANDA18-Weekday-31,"Clyde",1,5756066
50-273,JAN18-JANDA18-Weekday-31,50076615-JAN18-JANDA18-Weekday-31,"Lincoln Fields",1,5757240
174-273,JAN18-JANDA18-Weekday-31,50076616-JAN18-JANDA18-Weekday-31,"Knoxdale",1,5756097
80-273,JAN18-JANDA18-Weekday-31,50076617-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756428
80-273,JAN18-JANDA18-Weekday-31,50076618-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756428
80-273,JAN18-JANDA18-Weekday-31,50076619-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756428
80-273,JAN18-JANDA18-Weekday-31,50076620-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756428
80-273,JAN18-JANDA18-Weekday-31,50076621-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756428
80-273,JAN18-JANDA18-Weekday-31,50076622-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756428
50-273,JAN18-JANDA18-Weekday-31,50076623-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",0,5756792
81-273,JAN18-JANDA18-Weekday-31,50076624-JAN18-JANDA18-Weekday-31,"Clyde",1,5756792
81-273,JAN18-JANDA18-Weekday-31,50076625-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",0,5756792
50-273,JAN18-JANDA18-Weekday-31,50076626-JAN18-JANDA18-Weekday-31,"Lincoln Fields",1,5756792
50-273,JAN18-JANDA18-Weekday-31,50076627-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",0,5756083
81-273,JAN18-JANDA18-Weekday-31,50076628-JAN18-JANDA18-Weekday-31,"Clyde",1,5756953
81-273,JAN18-JANDA18-Weekday-31,50076629-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",0,5756953
54-273,JAN18-JANDA18-Weekday-31,50076630-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",0,5756953
80-273,JAN18-JANDA18-Weekday-31,50076631-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756953
80-273,JAN18-JANDA18-Weekday-31,50076632-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756953
80-273,JAN18-JANDA18-Weekday-31,50076633-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756953
80-273,JAN18-JANDA18-Weekday-31,50076634-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756126
80-273,JAN18-JANDA18-Weekday-31,50076635-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756126
80-273,JAN18-JANDA18-Weekday-31,50076636-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756126
16-273,JAN18-JANDA18-Weekday-31,50076637-JAN18-JANDA18-Weekday-31,"Britannia",1,5756524
16-273,JAN18-JANDA18-Weekday-31,50076638-JAN18-JANDA18-Weekday-31,"Main",0,5756524
50-273,JAN18-JANDA18-Weekday-31,50076639-JAN18-JANDA18-Weekday-31,"Lincoln Fields",1,5756524
18-273,JAN18-JANDA18-Weekday-31,50076640-JAN18-JANDA18-Weekday-31,"St-Laurent",0,5756469
47-273,JAN18-JANDA18-Weekday-31,50076641-JAN18-JANDA18-Weekday-31,"Hawthorne",0,5757232
40-273,JAN18-JANDA18-Weekday-31,50076642-JAN18-JANDA18-Weekday-31,"St-Laurent",0,5756905
40-273,JAN18-JANDA18-Weekday-31,50076643-JAN18-JANDA18-Weekday-31,"Greenboro",1,5756905
42-273,JAN18-JANDA18-Weekday-31,50076644-JAN18-JANDA18-Weekday-31,"Blair",0,5757104
42-273,JAN18-JANDA18-Weekday-31,50076645-JAN18-JANDA18-Weekday-31,"Hurdman",1,5757104
42-273,JAN18-JANDA18-Weekday-31,50076646-JAN18-JANDA18-Weekday-31,"Blair",0,5757104
42-273,JAN18-JANDA18-Weekday-31,50076647-JAN18-JANDA18-Weekday-31,"Hurdman",1,5757194
42-273,JAN18-JANDA18-Weekday-31,50076648-JAN18-JANDA18-Weekday-31,"Blair",0,5757194
42-273,JAN18-JANDA18-Weekday-31,50076649-JAN18-JANDA18-Weekday-31,"Hurdman",1,5757194
42-273,JAN18-JANDA18-Weekday-31,50076650-JAN18-JANDA18-Weekday-31,"Blair",0,5757194
42-273,JAN18-JANDA18-Weekday-31,50076651-JAN18-JANDA18-Weekday-31,"Hurdman",1,5757194
42-273,JAN18-JANDA18-Weekday-31,50076652-JAN18-JANDA18-Weekday-31,"Blair",0,5757194
42-273,JAN18-JANDA18-Weekday-31,50076653-JAN18-JANDA18-Weekday-31,"Hurdman",1,5756111
290-273,JAN18-JANDA18-Weekday-31,50076654-JAN18-JANDA18-Weekday-31,"McCarthy",0,5756111
80-273,JAN18-JANDA18-Weekday-31,50076655-JAN18-JANDA18-Weekday-31,"Barrhaven Centre",0,5756111
96-273,JAN18-JANDA18-Weekday-31,50076656-JAN18-JANDA18-Weekday-31,"Greenboro",0,5756465
85-273,JAN18-JANDA18-Weekday-31,50076657-JAN18-JANDA18-Weekday-31,"Bayshore",1,5756401
85-273,JAN18-JANDA18-Weekday-31,50076658-JAN18-JANDA18-Weekday-31,"Lees",0,5756401
85-273,JAN18-JANDA18-Weekday-31,50076659-JAN18-JANDA18-Weekday-31,"Bayshore",1,5756113
97-273,JAN18-JANDA18-Weekday-31,50076660-JAN18-JANDA18-Weekday-31,"Airport / Aéroport",0,5756960
97-273,JAN18-JANDA18-Weekday-31,50076661-JAN18-JANDA18-Weekday-31,"Bells Corners",1,5756867
97-273,JAN18-JANDA18-Weekday-31,50076662-JAN18-JANDA18-Weekday-31,"Airport / Aéroport",0,5756948
97-273,JAN18-JANDA18-Weekday-31,50076663-JAN18-JANDA18-Weekday-31,"Bells Corners",1,5756948
97-273,JAN18-JANDA18-Weekday-31,50076664-JAN18-JANDA18-Weekday-31,"Airport / Aéroport",0,5756948
97-273,JAN18-JANDA18-Weekday-31,50076665-JAN18-JANDA18-Weekday-31,"Bells Corners",1,5756948
97-273,JAN18-JANDA18-Weekday-31,50076666-JAN18-JANDA18-Weekday-31,"Airport / Aéroport",0,5756919
97-273,JAN18-JANDA18-Weekday-31,50076667-JAN18-JANDA18-Weekday-31,"Bells Corners",1,5756919
12-273,JAN18-JANDA18-Weekday-31,50076668-JAN18-JANDA18-Weekday-31,"Blair",0,5757131
61-273,JAN18-JANDA18-Weekday-31,50076669-JAN18-JANDA18-Weekday-31,"St-Laurent",0,5756494
12-273,JAN18-JANDA18-Weekday-31,50076670-JAN18-JANDA18-Weekday-31,"Rideau",1,5756494
101-273,JAN18-JANDA18-Weekday-31,50076671-JAN18-JANDA18-Weekday-31,"St-Laurent",0,5756494
24-273,JAN18-JANDA18-Weekday-31,50076672-JAN18-JANDA18-Weekday-31,"Beacon Hill",0,5757293
7-273,JAN18-JANDA18-Weekday-31,50076673-JAN18-JANDA18-Weekday-31,"St-Laurent",1,5756798
38-273,JAN18-JANDA18-Weekday-31,50076674-JAN18-JANDA18-Weekday-31,"Jeanne d'Arc",1,5756380
88-273,JAN18-JANDA18-Weekday-31,50076675-JAN18-JANDA18-Weekday-31,"Hurdman",0,5756321
87-273,JAN18-JANDA18-Weekday-31,50076676-JAN18-JANDA18-Weekday-31,"Baseline",1,5756571
87-273,JAN18-JANDA18-Weekday-31,50076677-JAN18-JANDA18-Weekday-31,"Greenboro",0,5756571
87-273,JAN18-JANDA18-Weekday-31,50076678-JAN18-JANDA18-Weekday-31,"Baseline",1,5756571
87-273,JAN18-JANDA18-Weekday-31,50076679-JAN18-JANDA18-Weekday-31,"Greenboro",0,5756145
87-273,JAN18-JANDA18-Weekday-31,50076680-JAN18-JANDA18-Weekday-31,"Baseline",1,5757189
87-273,JAN18-JANDA18-Weekday-31,50076681-JAN18-JANDA18-Weekday-31,"Greenboro",0,5757218
19-273,JAN18-JANDA18-Weekday-31,50076682-JAN18-JANDA18-Weekday-31,"Bank",0,5756757
19-273,JAN18-JANDA18-Weekday-31,50076683-JAN18-JANDA18-Weekday-31,"St-Laurent",1,5756757
273-273,JAN18-JANDA18-Weekday-31,50076684-JAN18-JANDA18-Weekday-31,"Tartan",1,5756071
283-273,JAN18-JANDA18-Weekday-31,50076685-JAN18-JANDA18-Weekday-31,"Mackenzie King",0,5756802
4-273,JAN18-JANDA18-Weekday-31,50076686-JAN18-JANDA18-Weekday-31,"Carleton",0,5756397
4-273,JAN18-JANDA18-Weekday-31,50076687-JAN18-JANDA18-Weekday-31,"Rideau",1,5756163
4-273,JAN18-JANDA18-Weekday-31,50076688-JAN18-JANDA18-Weekday-31,"Carleton",0,5757185
4-273,JAN18-JANDA18-Weekday-31,50076689-JAN18-JANDA18-Weekday-31,"Rideau",1,5756180
4-273,JAN18-JANDA18-Weekday-31,50076690-JAN18-JANDA18-Weekday-31,"Carleton",0,5756180
4-273,JAN18-JANDA18-Weekday-31,50076691-JAN18-JANDA18-Weekday-31,"Rideau",1,5756397
4-273,JAN18-JANDA18-Weekday-31,50076692-JAN18-JANDA18-Weekday-31,"Carleton",0,5756561
96-273,JAN18-JANDA18-Weekday-31,50076693-JAN18-JANDA18-Weekday-31,"Merivale",1,5756534
96-273,JAN18-JANDA18-Weekday-31,50076694-JAN18-JANDA18-Weekday-31,"Greenboro",0,5756534
92-273,JAN18-JANDA18-Weekday-31,50076695-JAN18-JANDA18-Weekday-31,"Greenboro",0,5756029
92-273,JAN18-JANDA18-Weekday-31,50076696-JAN18-JANDA18-Weekday-31,"Hurdman",1,5756029
92-273,JAN18-JANDA18-Weekday-31,50076697-JAN18-JANDA18-Weekday-31,"Greenboro",0,5756029
92-273,JAN18-JANDA18-Weekday-31,50076698-JAN18-JANDA18-Weekday-31,"Hurdman",1,5756029
92-273,JAN18-JANDA18-Weekday-31,50076699-JAN18-JANDA18-Weekday-31,"Greenboro",0,5756029
92-273,JAN18-JANDA18-Weekday-31,50076700-JAN18-JANDA18-Weekday-31,"Hurdman",1,5756029
267-273,JAN18-JANDA18-Weekday-31,50076701-JAN18-JANDA18-Weekday-31,"Glen Cairn",1,5756285
103-273,JAN18-JANDA18-Weekday-31,50076702-JAN18-JANDA18-Weekday-31,"Place d'Orléans",0,5756285
6-273,JAN18-JANDA18-Weekday-31,50076703-JAN18-JANDA18-Weekday-31,"Rockcliffe",1,5756398
7-273,JAN18-JANDA18-Weekday-31,50076705-JAN18-JANDA18-Weekday-31,"St-Laurent",1,5756398
47-273,JAN18-JANDA18-Weekday-31,50076706-JAN18-JANDA18-Weekday-31,"Hawthorne",0,5756243
86-273,JAN18-JANDA18-Weekday-31,50076707-JAN18-JANDA18-Weekday-31,"Baseline  Colonnade",1,5756316
174-273,JAN18-JANDA18-Weekday-31,50076708-JAN18-JANDA18-Weekday-31,"Baseline",0,5756998
86-273,JAN18-JANDA18-Weekday-31,50076709-JAN18-JANDA18-Weekday-31,"Elmvale",0,5756998
112-273,JAN18-JANDA18-Weekday-31,50076710-JAN18-JANDA18-Weekday-31,"Billings Bridge",1,5756998
112-273,JAN18-JANDA18-Weekday-31,50076711-JAN18-JANDA18-Weekday-31,"Billings Bridge",1,5756998
112-273,JAN18-JANDA18-Weekday-31,50076712-JAN18-JANDA18-Weekday-31,"Elmvale",0,5756998
112-273,JAN18-JANDA18-Weekday-31,50076713-JAN18-JANDA18-Weekday-31,"Billings Bridge",1,5756998
112-273,JAN18-JANDA18-Weekday-31,50076714-JAN18-JANDA18-Weekday-31,"Elmvale",0,5757222
112-273,JAN18-JANDA18-Weekday-31,50076715-JAN18-JANDA18-Weekday-31,"Billings Bridge",1,5757222
112-273,JAN18-JANDA18-Weekday-31,50076716-JAN18-JANDA18-Weekday-31,"Elmvale",0,5757222
86-273,JAN18-JANDA18-Weekday-31,50076717-JAN18-JANDA18-Weekday-31,"Baseline  Colonnade",1,5757082
111-273,JAN18-JANDA18-Weekday-31,50076718-JAN18-JANDA18-Weekday-31,"Billings Bridge",0,5757082
4-273,JAN18-JANDA18-Weekday-31,50076719-JAN18-JANDA18-Weekday-31,"Rideau",1,5757082
105-273,JAN18-JANDA18-Weekday-31,50076720-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756306
105-273,JAN18-JANDA18-Weekday-31,50076721-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5757006
105-273,JAN18-JANDA18-Weekday-31,50076722-JAN18-JANDA18-Weekday-31,"Tunney's Pasture",1,5756335
9-273,JAN18-JANDA18-Weekday-31,50076723-JAN18-JANDA18-Weekday-31,"Hurdman",1,5757123
49-273,JAN18-JANDA18-Weekday-31,50076724-JAN18-JANDA18-Weekday-31,"Elmvale",0,5756418
49-273,JAN18-JANDA18-Weekday-31,50076725-JAN18-JANDA18-Weekday-31,"Hurdman",1,5756418
88-273,JAN18-JANDA18-Weekday-31,50076726-JAN18-JANDA18-Weekday-31,"Terry Fox",1,5756418
88-273,JAN18-JANDA18-Weekday-31,50076727-JAN18-JANDA18-Weekday-31,"Hurdman",0,5756418
86-273,JAN18-JANDA18-Weekday-31,50076728-JAN18-JANDA18-Weekday-31,"Baseline  Colonnade",1,5756352
88-273,JAN18-JANDA18-Weekday-31,50076733-JAN18-JANDA18-Weekday-31,"Terry Fox",1,5756366
61-273,JAN18-JANDA18-Weekday-31,50076734-JAN18-JANDA18-Weekday-31,"St-Laurent",0,5757147
12-273,JAN18-JANDA18-Weekday-31,50076735-JAN18-JANDA18-Weekday-31,"Rideau",1,5757147
9-273,JAN18-JANDA18-Weekday-31,50076736-JAN18-JANDA18-Weekday-31,"Hurdman",1,5757126
228-273,JAN18-JANDA18-Weekday-31,50076737-JAN18-JANDA18-Weekday-31,"Navan-Sarsfield",1,5756085
86-273,JAN18-JANDA18-Weekday-31,50076738-JAN18-JANDA18-Weekday-31,"Baseline  Colonnade",1,5756551
86-273,JAN18-JANDA18-Weekday-31,50076739-JAN18-JANDA18-Weekday-31,"Elmvale",0,5757116
86-273,JAN18-JANDA18-Weekday-31,50076740-JAN18-JANDA18-Weekday-31,"Baseline  Colonnade",1,5757116
153-273,JAN18-JANDA18-Weekday-31,50076741-JAN18-JANDA18-Weekday-31,"Carlingwood",0,5757291
11-273,JAN18-JANDA18-Weekday-31,50076742-JAN18-JANDA18-Weekday-31,"Rideau",0,5757291
11-273,JAN18-JANDA18-Weekday-31,50076743-JAN18-JANDA18-Weekday-31,"Bayshore",1,5757291
153-273,JAN18-JANDA18-Weekday-31,50076744-JAN18-JANDA18-Weekday-31,"Lincoln Fields",1,5756760
153-273,JAN18-JANDA18-Weekday-31,50076745-JAN18-JANDA18-Weekday-31,"Carlingwood",0,5756760
